AFR_sim1_chr3_GSA_1000GP3	EAS_sim1_chr3_Omni25_TopMed-liftover	EUR_sim1_chr3_MEGA_HRC	EUR_sim2_chr3_GSA_1000GP3	EUR_sim3_chr3_Omni25_HRC	EUR_sim4_chr3_GSA_1000GP3	EUR_sim5_chr3_GSA_HRC	EUR_sim6_chr3_Omni25_1000GP3	EUR_sim7_chr3_MEGA_HRC	EUR_sim9_chr3_Omni25_1000GP3
AFR_sim1_chr3_MEGA_TopMed-liftover	EUR_sim1_chr3_MEGA_HRC	EUR_sim2_chr3_GSA_HRC	EUR_sim3_chr3_Omni25_HRC	EUR_sim4_chr3_Omni25_TopMed-liftover	EUR_sim5_chr3_GSA_HRC	EUR_sim6_chr3_MEGA_HRC	EUR_sim7_chr3_MEGA_TopMed-liftover	EUR_sim8_chr3_Omni25_1000GP3	EUR_sim9_chr3_MEGA_1000GP3
AFR_sim1_chr3_MEGA_1000GP3	EAS_sim1_chr3_GSA_1000GP3	EUR_sim1_chr3_Omni25_1000GP3	EUR_sim10_chr3_MEGA_1000GP3	EUR_sim3_chr3_Omni25_1000GP3	EUR_sim5_chr3_GSA_1000GP3	EUR_sim6_chr3_Omni25_HRC	EUR_sim7_chr3_Omni25_TopMed-liftover	EUR_sim8_chr3_MEGA_1000GP3	EUR_sim9_chr3_Omni25_TopMed-liftover
AFR_sim1_chr3_GSA_1000GP3	EAS_sim1_chr3_Omni25_1000GP3	EUR_sim1_chr3_Omni25_HRC	EUR_sim2_chr3_Omni25_HRC	EUR_sim3_chr3_Omni25_HRC	EUR_sim4_chr3_MEGA_TopMed-liftover	EUR_sim6_chr3_MEGA_TopMed-liftover	EUR_sim7_chr3_MEGA_1000GP3	EUR_sim8_chr3_GSA_HRC	EUR_sim9_chr3_GSA_HRC
AFR_sim1_chr3_GSA_1000GP3	EAS_sim1_chr3_Omni25_1000GP3	EUR_sim1_chr3_GSA_TopMed-liftover	EUR_sim10_chr3_GSA_HRC	EUR_sim2_chr3_GSA_TopMed-liftover	EUR_sim3_chr3_GSA_TopMed-liftover	EUR_sim5_chr3_MEGA_1000GP3	EUR_sim7_chr3_MEGA_1000GP3	EUR_sim8_chr3_MEGA_TopMed-liftover	EUR_sim9_chr3_MEGA_TopMed-liftover
AFR_sim1_chr3_Omni25_1000GP3	EAS_sim1_chr3_GSA_1000GP3	EUR_sim1_chr3_Omni25_HRC	EUR_sim10_chr3_GSA_1000GP3	EUR_sim3_chr3_Omni25_HRC	EUR_sim4_chr3_GSA_TopMed-liftover	EUR_sim5_chr3_Omni25_TopMed-liftover	EUR_sim7_chr3_Omni25_1000GP3	EUR_sim8_chr3_MEGA_1000GP3	EUR_sim9_chr3_GSA_HRC
AFR_sim1_chr3_MEGA_TopMed-liftover	EAS_sim1_chr3_MEGA_1000GP3	EUR_sim1_chr3_Omni25_TopMed-liftover	EUR_sim2_chr3_MEGA_1000GP3	EUR_sim3_chr3_GSA_1000GP3	EUR_sim4_chr3_MEGA_1000GP3	EUR_sim5_chr3_GSA_1000GP3	EUR_sim6_chr3_MEGA_HRC	EUR_sim7_chr3_MEGA_1000GP3	EUR_sim8_chr3_GSA_1000GP3
AFR_sim1_chr3_GSA_1000GP3	EAS_sim1_chr3_MEGA_TopMed-liftover	EUR_sim10_chr3_Omni25_TopMed-liftover	EUR_sim2_chr3_GSA_TopMed-liftover	EUR_sim3_chr3_Omni25_TopMed-liftover	EUR_sim4_chr3_Omni25_1000GP3	EUR_sim5_chr3_Omni25_1000GP3	EUR_sim6_chr3_Omni25_TopMed-liftover	EUR_sim7_chr3_Omni25_TopMed-liftover	EUR_sim9_chr3_MEGA_TopMed-liftover
AFR_sim1_chr3_GSA_1000GP3	EAS_sim1_chr3_GSA_1000GP3	EUR_sim1_chr3_GSA_TopMed-liftover	EUR_sim2_chr3_MEGA_HRC	EUR_sim3_chr3_GSA_1000GP3	EUR_sim4_chr3_GSA_TopMed-liftover	EUR_sim6_chr3_MEGA_1000GP3	EUR_sim7_chr3_MEGA_1000GP3	EUR_sim8_chr3_MEGA_TopMed-liftover	EUR_sim9_chr3_GSA_1000GP3
AFR_sim1_chr3_Omni25_1000GP3	EAS_sim1_chr3_Omni25_1000GP3	EUR_sim1_chr3_Omni25_TopMed-liftover	EUR_sim10_chr3_MEGA_TopMed-liftover	EUR_sim2_chr3_MEGA_1000GP3	EUR_sim4_chr3_MEGA_1000GP3	EUR_sim6_chr3_Omni25_1000GP3	EUR_sim7_chr3_GSA_1000GP3	EUR_sim8_chr3_MEGA_1000GP3	EUR_sim9_chr3_GSA_TopMed-liftover
AFR_sim1_chr3_Omni25_1000GP3	EAS_sim1_chr3_GSA_TopMed-liftover	EUR_sim1_chr3_Omni25_TopMed-liftover	EUR_sim10_chr3_MEGA_HRC	EUR_sim2_chr3_Omni25_TopMed-liftover	EUR_sim3_chr3_MEGA_HRC	EUR_sim4_chr3_Omni25_HRC	EUR_sim6_chr3_Omni25_HRC	EUR_sim7_chr3_Omni25_HRC	EUR_sim8_chr3_MEGA_1000GP3
AFR_sim1_chr3_Omni25_TopMed-liftover	EAS_sim1_chr3_GSA_TopMed-liftover	EUR_sim10_chr3_Omni25_TopMed-liftover	EUR_sim2_chr3_MEGA_TopMed-liftover	EUR_sim3_chr3_Omni25_1000GP3	EUR_sim4_chr3_MEGA_1000GP3	EUR_sim5_chr3_MEGA_1000GP3	EUR_sim7_chr3_MEGA_HRC	EUR_sim8_chr3_GSA_TopMed-liftover	EUR_sim9_chr3_Omni25_1000GP3
AFR_sim1_chr3_MEGA_1000GP3	EAS_sim1_chr3_MEGA_TopMed-liftover	EUR_sim1_chr3_GSA_HRC	EUR_sim10_chr3_MEGA_TopMed-liftover	EUR_sim2_chr3_GSA_TopMed-liftover	EUR_sim3_chr3_MEGA_HRC	EUR_sim6_chr3_GSA_TopMed-liftover	EUR_sim7_chr3_Omni25_1000GP3	EUR_sim8_chr3_Omni25_1000GP3	EUR_sim9_chr3_Omni25_TopMed-liftover
EAS_sim1_chr3_GSA_1000GP3	EUR_sim1_chr3_GSA_TopMed-liftover	EUR_sim10_chr3_Omni25_1000GP3	EUR_sim2_chr3_Omni25_HRC	EUR_sim3_chr3_Omni25_TopMed-liftover	EUR_sim4_chr3_MEGA_HRC	EUR_sim5_chr3_Omni25_TopMed-liftover	EUR_sim6_chr3_Omni25_1000GP3	EUR_sim7_chr3_GSA_TopMed-liftover	EUR_sim8_chr3_Omni25_1000GP3
AFR_sim1_chr3_MEGA_1000GP3	EAS_sim1_chr3_MEGA_1000GP3	EUR_sim1_chr3_Omni25_TopMed-liftover	EUR_sim10_chr3_MEGA_TopMed-liftover	EUR_sim2_chr3_MEGA_TopMed-liftover	EUR_sim3_chr3_GSA_1000GP3	EUR_sim4_chr3_GSA_HRC	EUR_sim6_chr3_GSA_1000GP3	EUR_sim8_chr3_GSA_TopMed-liftover	EUR_sim9_chr3_Omni25_HRC
AFR_sim1_chr3_GSA_TopMed-liftover	EAS_sim1_chr3_GSA_TopMed-liftover	EUR_sim1_chr3_GSA_TopMed-liftover	EUR_sim10_chr3_GSA_1000GP3	EUR_sim3_chr3_Omni25_1000GP3	EUR_sim5_chr3_MEGA_1000GP3	EUR_sim6_chr3_Omni25_TopMed-liftover	EUR_sim7_chr3_Omni25_HRC	EUR_sim8_chr3_GSA_HRC	EUR_sim9_chr3_GSA_TopMed-liftover
EAS_sim1_chr3_GSA_TopMed-liftover	EUR_sim1_chr3_MEGA_1000GP3	EUR_sim10_chr3_Omni25_TopMed-liftover	EUR_sim2_chr3_GSA_HRC	EUR_sim3_chr3_Omni25_1000GP3	EUR_sim4_chr3_GSA_HRC	EUR_sim5_chr3_MEGA_TopMed-liftover	EUR_sim6_chr3_GSA_TopMed-liftover	EUR_sim7_chr3_MEGA_TopMed-liftover	EUR_sim8_chr3_MEGA_HRC
AFR_sim1_chr3_Omni25_TopMed-liftover	EAS_sim1_chr3_MEGA_1000GP3	EUR_sim1_chr3_Omni25_HRC	EUR_sim10_chr3_GSA_TopMed-liftover	EUR_sim2_chr3_MEGA_1000GP3	EUR_sim4_chr3_MEGA_1000GP3	EUR_sim6_chr3_GSA_HRC	EUR_sim7_chr3_Omni25_HRC	EUR_sim8_chr3_MEGA_1000GP3	EUR_sim9_chr3_MEGA_1000GP3
AFR_sim1_chr3_GSA_TopMed-liftover	EAS_sim1_chr3_GSA_1000GP3	EUR_sim10_chr3_MEGA_1000GP3	EUR_sim2_chr3_MEGA_TopMed-liftover	EUR_sim3_chr3_GSA_HRC	EUR_sim5_chr3_GSA_HRC	EUR_sim6_chr3_MEGA_HRC	EUR_sim7_chr3_MEGA_1000GP3	EUR_sim8_chr3_GSA_1000GP3	EUR_sim9_chr3_MEGA_TopMed-liftover
AFR_sim1_chr3_Omni25_1000GP3	EAS_sim1_chr3_MEGA_1000GP3	EUR_sim1_chr3_GSA_TopMed-liftover	EUR_sim10_chr3_GSA_HRC	EUR_sim2_chr3_Omni25_TopMed-liftover	EUR_sim4_chr3_GSA_TopMed-liftover	EUR_sim5_chr3_Omni25_1000GP3	EUR_sim7_chr3_Omni25_1000GP3	EUR_sim8_chr3_Omni25_1000GP3	EUR_sim9_chr3_MEGA_1000GP3
AFR_sim1_chr3_MEGA_1000GP3	EAS_sim1_chr3_Omni25_TopMed-liftover	EUR_sim1_chr3_GSA_HRC	EUR_sim10_chr3_GSA_TopMed-liftover	EUR_sim3_chr3_GSA_HRC	EUR_sim4_chr3_MEGA_1000GP3	EUR_sim5_chr3_GSA_TopMed-liftover	EUR_sim7_chr3_MEGA_TopMed-liftover	EUR_sim8_chr3_Omni25_HRC	EUR_sim9_chr3_Omni25_TopMed-liftover
AFR_sim1_chr3_MEGA_TopMed-liftover	EAS_sim1_chr3_GSA_TopMed-liftover	EUR_sim10_chr3_MEGA_TopMed-liftover	EUR_sim2_chr3_Omni25_HRC	EUR_sim3_chr3_GSA_HRC	EUR_sim4_chr3_MEGA_HRC	EUR_sim6_chr3_Omni25_TopMed-liftover	EUR_sim7_chr3_Omni25_1000GP3	EUR_sim8_chr3_Omni25_HRC	EUR_sim9_chr3_MEGA_HRC
AFR_sim1_chr3_MEGA_TopMed-liftover	EAS_sim1_chr3_Omni25_1000GP3	EUR_sim1_chr3_MEGA_HRC	EUR_sim10_chr3_Omni25_1000GP3	EUR_sim2_chr3_Omni25_TopMed-liftover	EUR_sim3_chr3_MEGA_HRC	EUR_sim6_chr3_MEGA_HRC	EUR_sim7_chr3_MEGA_TopMed-liftover	EUR_sim8_chr3_GSA_HRC	EUR_sim9_chr3_Omni25_HRC
AFR_sim1_chr3_MEGA_TopMed-liftover	EAS_sim1_chr3_Omni25_1000GP3	EUR_sim1_chr3_MEGA_1000GP3	EUR_sim10_chr3_Omni25_1000GP3	EUR_sim2_chr3_MEGA_1000GP3	EUR_sim3_chr3_Omni25_HRC	EUR_sim4_chr3_GSA_TopMed-liftover	EUR_sim5_chr3_GSA_TopMed-liftover	EUR_sim6_chr3_GSA_TopMed-liftover	EUR_sim9_chr3_GSA_TopMed-liftover
AFR_sim1_chr3_MEGA_1000GP3	EAS_sim1_chr3_Omni25_1000GP3	EUR_sim1_chr3_MEGA_TopMed-liftover	EUR_sim10_chr3_MEGA_TopMed-liftover	EUR_sim2_chr3_MEGA_HRC	EUR_sim3_chr3_GSA_TopMed-liftover	EUR_sim4_chr3_GSA_TopMed-liftover	EUR_sim5_chr3_Omni25_TopMed-liftover	EUR_sim6_chr3_GSA_TopMed-liftover	EUR_sim7_chr3_Omni25_1000GP3
AFR_sim1_chr3_MEGA_1000GP3	EUR_sim1_chr3_MEGA_TopMed-liftover	EUR_sim10_chr3_Omni25_HRC	EUR_sim2_chr3_GSA_HRC	EUR_sim4_chr3_MEGA_TopMed-liftover	EUR_sim5_chr3_GSA_1000GP3	EUR_sim6_chr3_MEGA_HRC	EUR_sim7_chr3_Omni25_1000GP3	EUR_sim8_chr3_GSA_TopMed-liftover	EUR_sim9_chr3_Omni25_HRC
AFR_sim1_chr3_MEGA_1000GP3	EAS_sim1_chr3_GSA_TopMed-liftover	EUR_sim1_chr3_GSA_1000GP3	EUR_sim10_chr3_GSA_1000GP3	EUR_sim3_chr3_MEGA_1000GP3	EUR_sim4_chr3_Omni25_1000GP3	EUR_sim5_chr3_Omni25_TopMed-liftover	EUR_sim6_chr3_GSA_1000GP3	EUR_sim7_chr3_GSA_HRC	EUR_sim8_chr3_MEGA_1000GP3
AFR_sim1_chr3_MEGA_1000GP3	EAS_sim1_chr3_Omni25_1000GP3	EUR_sim1_chr3_MEGA_1000GP3	EUR_sim10_chr3_GSA_TopMed-liftover	EUR_sim2_chr3_Omni25_1000GP3	EUR_sim4_chr3_MEGA_HRC	EUR_sim5_chr3_Omni25_HRC	EUR_sim6_chr3_MEGA_HRC	EUR_sim8_chr3_Omni25_TopMed-liftover	EUR_sim9_chr3_Omni25_TopMed-liftover
AFR_sim1_chr3_MEGA_1000GP3	EAS_sim1_chr3_MEGA_TopMed-liftover	EUR_sim1_chr3_MEGA_TopMed-liftover	EUR_sim10_chr3_GSA_1000GP3	EUR_sim2_chr3_Omni25_HRC	EUR_sim3_chr3_MEGA_1000GP3	EUR_sim4_chr3_MEGA_TopMed-liftover	EUR_sim6_chr3_Omni25_HRC	EUR_sim8_chr3_MEGA_HRC	EUR_sim9_chr3_GSA_1000GP3
AFR_sim1_chr3_Omni25_1000GP3	EAS_sim1_chr3_MEGA_1000GP3	EUR_sim1_chr3_GSA_HRC	EUR_sim10_chr3_Omni25_1000GP3	EUR_sim3_chr3_MEGA_HRC	EUR_sim5_chr3_Omni25_1000GP3	EUR_sim6_chr3_GSA_TopMed-liftover	EUR_sim7_chr3_GSA_TopMed-liftover	EUR_sim8_chr3_Omni25_1000GP3	EUR_sim9_chr3_MEGA_HRC
AFR_sim1_chr3_GSA_1000GP3	EAS_sim1_chr3_MEGA_1000GP3	EUR_sim2_chr3_GSA_TopMed-liftover	EUR_sim3_chr3_Omni25_HRC	EUR_sim4_chr3_GSA_TopMed-liftover	EUR_sim5_chr3_GSA_TopMed-liftover	EUR_sim6_chr3_Omni25_TopMed-liftover	EUR_sim7_chr3_GSA_HRC	EUR_sim8_chr3_Omni25_1000GP3	EUR_sim9_chr3_Omni25_HRC
AFR_sim1_chr3_GSA_TopMed-liftover	EAS_sim1_chr3_Omni25_1000GP3	EUR_sim1_chr3_Omni25_HRC	EUR_sim10_chr3_GSA_HRC	EUR_sim2_chr3_Omni25_TopMed-liftover	EUR_sim3_chr3_MEGA_1000GP3	EUR_sim4_chr3_MEGA_HRC	EUR_sim5_chr3_GSA_1000GP3	EUR_sim7_chr3_MEGA_HRC	EUR_sim8_chr3_Omni25_TopMed-liftover
AFR_sim1_chr3_GSA_TopMed-liftover	EUR_sim1_chr3_GSA_HRC	EUR_sim10_chr3_MEGA_HRC	EUR_sim3_chr3_Omni25_TopMed-liftover	EUR_sim4_chr3_Omni25_HRC	EUR_sim5_chr3_MEGA_HRC	EUR_sim6_chr3_Omni25_1000GP3	EUR_sim7_chr3_Omni25_TopMed-liftover	EUR_sim8_chr3_MEGA_TopMed-liftover	EUR_sim9_chr3_Omni25_TopMed-liftover
AFR_sim1_chr3_MEGA_1000GP3	EAS_sim1_chr3_Omni25_TopMed-liftover	EUR_sim1_chr3_GSA_HRC	EUR_sim10_chr3_MEGA_1000GP3	EUR_sim2_chr3_MEGA_1000GP3	EUR_sim3_chr3_MEGA_TopMed-liftover	EUR_sim4_chr3_MEGA_TopMed-liftover	EUR_sim5_chr3_GSA_TopMed-liftover	EUR_sim6_chr3_GSA_1000GP3	EUR_sim7_chr3_GSA_1000GP3
AFR_sim1_chr3_MEGA_TopMed-liftover	EAS_sim1_chr3_GSA_1000GP3	EUR_sim1_chr3_GSA_HRC	EUR_sim2_chr3_Omni25_1000GP3	EUR_sim3_chr3_Omni25_1000GP3	EUR_sim5_chr3_GSA_HRC	EUR_sim6_chr3_MEGA_1000GP3	EUR_sim7_chr3_Omni25_1000GP3	EUR_sim8_chr3_Omni25_HRC	EUR_sim9_chr3_GSA_TopMed-liftover
AFR_sim1_chr3_MEGA_1000GP3	EAS_sim1_chr3_Omni25_TopMed-liftover	EUR_sim1_chr3_Omni25_1000GP3	EUR_sim10_chr3_GSA_1000GP3	EUR_sim2_chr3_Omni25_TopMed-liftover	EUR_sim4_chr3_MEGA_TopMed-liftover	EUR_sim5_chr3_Omni25_TopMed-liftover	EUR_sim7_chr3_MEGA_HRC	EUR_sim8_chr3_MEGA_HRC	EUR_sim9_chr3_GSA_1000GP3
AFR_sim1_chr3_GSA_TopMed-liftover	EUR_sim1_chr3_Omni25_TopMed-liftover	EUR_sim2_chr3_GSA_TopMed-liftover	EUR_sim3_chr3_Omni25_HRC	EUR_sim4_chr3_GSA_1000GP3	EUR_sim5_chr3_Omni25_HRC	EUR_sim6_chr3_Omni25_1000GP3	EUR_sim7_chr3_MEGA_1000GP3	EUR_sim8_chr3_MEGA_1000GP3	EUR_sim9_chr3_GSA_1000GP3
AFR_sim1_chr3_MEGA_TopMed-liftover	EAS_sim1_chr3_GSA_1000GP3	EUR_sim1_chr3_Omni25_TopMed-liftover	EUR_sim10_chr3_GSA_HRC	EUR_sim2_chr3_Omni25_TopMed-liftover	EUR_sim4_chr3_MEGA_1000GP3	EUR_sim5_chr3_MEGA_HRC	EUR_sim7_chr3_Omni25_HRC	EUR_sim8_chr3_MEGA_TopMed-liftover	EUR_sim9_chr3_Omni25_TopMed-liftover
AFR_sim1_chr3_Omni25_1000GP3	EAS_sim1_chr3_Omni25_1000GP3	EUR_sim1_chr3_MEGA_HRC	EUR_sim10_chr3_MEGA_1000GP3	EUR_sim2_chr3_GSA_HRC	EUR_sim3_chr3_Omni25_1000GP3	EUR_sim4_chr3_Omni25_HRC	EUR_sim6_chr3_GSA_1000GP3	EUR_sim7_chr3_Omni25_TopMed-liftover	EUR_sim8_chr3_GSA_1000GP3
EAS_sim1_chr3_Omni25_1000GP3	EUR_sim1_chr3_MEGA_HRC	EUR_sim10_chr3_GSA_TopMed-liftover	EUR_sim2_chr3_GSA_HRC	EUR_sim3_chr3_Omni25_HRC	EUR_sim4_chr3_MEGA_HRC	EUR_sim5_chr3_GSA_1000GP3	EUR_sim6_chr3_GSA_1000GP3	EUR_sim8_chr3_Omni25_HRC	EUR_sim9_chr3_GSA_HRC
AFR_sim1_chr3_Omni25_TopMed-liftover	EUR_sim10_chr3_MEGA_HRC	EUR_sim2_chr3_Omni25_TopMed-liftover	EUR_sim3_chr3_Omni25_TopMed-liftover	EUR_sim4_chr3_Omni25_TopMed-liftover	EUR_sim5_chr3_Omni25_1000GP3	EUR_sim6_chr3_Omni25_HRC	EUR_sim7_chr3_Omni25_1000GP3	EUR_sim8_chr3_MEGA_1000GP3	EUR_sim9_chr3_GSA_TopMed-liftover
AFR_sim1_chr3_Omni25_1000GP3	EAS_sim1_chr3_Omni25_TopMed-liftover	EUR_sim1_chr3_Omni25_1000GP3	EUR_sim10_chr3_MEGA_1000GP3	EUR_sim2_chr3_Omni25_TopMed-liftover	EUR_sim5_chr3_Omni25_1000GP3	EUR_sim6_chr3_Omni25_HRC	EUR_sim7_chr3_MEGA_TopMed-liftover	EUR_sim8_chr3_GSA_1000GP3	EUR_sim9_chr3_MEGA_HRC
AFR_sim1_chr3_GSA_TopMed-liftover	EAS_sim1_chr3_GSA_1000GP3	EUR_sim1_chr3_MEGA_1000GP3	EUR_sim10_chr3_GSA_HRC	EUR_sim3_chr3_MEGA_TopMed-liftover	EUR_sim4_chr3_Omni25_HRC	EUR_sim6_chr3_GSA_TopMed-liftover	EUR_sim7_chr3_GSA_1000GP3	EUR_sim8_chr3_MEGA_TopMed-liftover	EUR_sim9_chr3_GSA_HRC
AFR_sim1_chr3_MEGA_TopMed-liftover	EAS_sim1_chr3_GSA_TopMed-liftover	EUR_sim1_chr3_Omni25_TopMed-liftover	EUR_sim2_chr3_MEGA_TopMed-liftover	EUR_sim3_chr3_Omni25_1000GP3	EUR_sim4_chr3_GSA_1000GP3	EUR_sim5_chr3_GSA_1000GP3	EUR_sim6_chr3_GSA_HRC	EUR_sim7_chr3_MEGA_TopMed-liftover	EUR_sim8_chr3_Omni25_1000GP3
AFR_sim1_chr3_GSA_TopMed-liftover	EAS_sim1_chr3_GSA_1000GP3	EUR_sim10_chr3_Omni25_1000GP3	EUR_sim2_chr3_GSA_1000GP3	EUR_sim3_chr3_GSA_HRC	EUR_sim5_chr3_MEGA_TopMed-liftover	EUR_sim6_chr3_MEGA_HRC	EUR_sim7_chr3_Omni25_HRC	EUR_sim8_chr3_MEGA_HRC	EUR_sim9_chr3_MEGA_HRC
AFR_sim1_chr3_GSA_1000GP3	EUR_sim1_chr3_GSA_TopMed-liftover	EUR_sim10_chr3_Omni25_1000GP3	EUR_sim2_chr3_Omni25_HRC	EUR_sim3_chr3_Omni25_HRC	EUR_sim4_chr3_GSA_TopMed-liftover	EUR_sim6_chr3_MEGA_1000GP3	EUR_sim7_chr3_GSA_HRC	EUR_sim8_chr3_MEGA_TopMed-liftover	EUR_sim9_chr3_GSA_TopMed-liftover
EAS_sim1_chr3_MEGA_1000GP3	EUR_sim1_chr3_Omni25_TopMed-liftover	EUR_sim10_chr3_GSA_HRC	EUR_sim2_chr3_GSA_TopMed-liftover	EUR_sim3_chr3_Omni25_1000GP3	EUR_sim4_chr3_MEGA_TopMed-liftover	EUR_sim5_chr3_GSA_TopMed-liftover	EUR_sim6_chr3_MEGA_1000GP3	EUR_sim7_chr3_Omni25_TopMed-liftover	EUR_sim8_chr3_GSA_1000GP3
AFR_sim1_chr3_Omni25_TopMed-liftover	EAS_sim1_chr3_Omni25_1000GP3	EUR_sim1_chr3_MEGA_1000GP3	EUR_sim10_chr3_Omni25_1000GP3	EUR_sim2_chr3_Omni25_HRC	EUR_sim5_chr3_Omni25_1000GP3	EUR_sim6_chr3_MEGA_1000GP3	EUR_sim7_chr3_MEGA_HRC	EUR_sim8_chr3_MEGA_HRC	EUR_sim9_chr3_GSA_1000GP3
AFR_sim1_chr3_Omni25_TopMed-liftover	EUR_sim1_chr3_MEGA_TopMed-liftover	EUR_sim10_chr3_Omni25_1000GP3	EUR_sim2_chr3_MEGA_1000GP3	EUR_sim3_chr3_GSA_1000GP3	EUR_sim4_chr3_Omni25_HRC	EUR_sim5_chr3_MEGA_HRC	EUR_sim6_chr3_Omni25_HRC	EUR_sim7_chr3_MEGA_HRC	EUR_sim8_chr3_MEGA_TopMed-liftover
AFR_sim1_chr3_Omni25_TopMed-liftover	EAS_sim1_chr3_Omni25_1000GP3	EUR_sim1_chr3_Omni25_HRC	EUR_sim10_chr3_MEGA_TopMed-liftover	EUR_sim2_chr3_MEGA_HRC	EUR_sim3_chr3_Omni25_HRC	EUR_sim5_chr3_GSA_HRC	EUR_sim6_chr3_GSA_1000GP3	EUR_sim7_chr3_MEGA_TopMed-liftover	EUR_sim8_chr3_MEGA_HRC
